review_title,hotel_name,avg_rating,nationality,rating,review_text,tags
Very good,Motel One Brussels,8.9,Turkey,8.3,"Small rooms,

Clean and location",['Leisure trip~People with friends~Standard Double Room~Stayed 3 nights~Submitted via mobile']
Exceptional,ABC Hotel,9.5,United Kingdom,10.0,"Breakfast very impressive. Beds very comfy, decent coffee machine in room. The location is excellent for Bruges which is only 20 mins away by car and very affordable/safe car parks in the city centre.",['With a pet~Leisure trip~Couple~Deluxe Room~Stayed 3 nights']
Very comfortable and clean. Great location to the town within walking distance. Fantastic breakfast.,B&B Ter Vesten,9.0,United Kingdom,9.6,"I didn’t like the fact that our toilet and bathroom were not en suite although they were private facilities to us. It just meant we had to go out our room to use the facilities.,

The breakfast was amazing. All fresh food and huge choice. Excellent!",['Leisure trip~Family with young children~Double Room~Stayed 1 night~Submitted via mobile']
"Excellent hotel, we only had an overnight stay so didn’t use any of the extra facilities",Hotel Saint Sauveur by WP Hotels,7.8,United Kingdom,7.9,Excellent breakfast,['Leisure trip~Couple~Comfort Room~Stayed 1 night~Submitted via mobile']
Reasonable for the money.,Hotel Pantheon Palace by WP Hotels,7.7,United Kingdom,8.3,"The air con came on by itself at 3am waking us up and the room smelled a little of dogs. 
Renovation work at the moment made it a little dangerous at night. ,

Great location for restaurants, etc. Easy to get to Bruges or the Ferry port. 
Really nice breakfast and comfortable beds.",['Leisure trip~Couple~Comfort Room~Stayed 1 night~Submitted via mobile']
Exceptional,Hotel Les Eleveurs,9.2,Netherlands,10.0,There are no comments available for this review,['Business trip~Group~Standard Double or Twin Room~Stayed 1 night']
Exceptional,"Hotel Indigo Antwerp City Centre, an IHG Hotel",8.7,United States,10.0,There are no comments available for this review,['Leisure trip~Couple~Standard Queen Room~Stayed 2 nights']
Exceptional,Résidence Stiénon,8.9,Ireland,10.0,"The host was so lovely & polite. She left a tray of snacks in the kitchen and drinks in the fridge as a welcome. She told us all the nice places to eat. The apartment was comfy and well stocked with towels and toiletries. Perfect car garage and the location was perfect, apartment is a 10min walk from the Atomium and 10mins from tram stop to the centre.",['Leisure trip~People with friends~Two-Bedroom Apartment~Stayed 2 nights~Submitted via mobile']
Really nice!,Holiday Village Knokke,8.7,Belgium,10.0,"Everything was clean, new, cute and the staff amazing. We loved. The only point is that is not that close to the beach, but it’s close to the market and so nice. We had a wonderful time and look forward to come back! (They were so nice to let our pug to stay with us)",['Leisure trip~Family with young children~Two-Bedroom Cottage~Stayed 1 night~Submitted via mobile']
Exceptional,Dansaert Hotel,8.0,United States,9.6,There are no comments available for this review,['Leisure trip~Group~Standard Double or Twin Room~Stayed 3 nights']
Exceptional,Renaissance Brussels Hotel,8.2,Czech Republic,10.0,Swimming pool was so great :) and staff are pretty nice,"['Business trip~Group~Deluxe Room', ' Guest room', ' 1 Queen~Stayed 1 night~Submitted via mobile']"
Superb,Usadba V hutorskoj tishy,9.9,Czech Republic,9.2,We stayed for two nights and it was very lovely stay. Hosts were excelent and very friendly. Accomodation pretty cosy and well equiped. And we even found a time to play ping pong on garden which is huge and you can also park there. It was overall pleasent stay and we recommend it.,['Leisure trip~Group~Classic Triple Room~Stayed 2 nights~Submitted via mobile']
Very good,Hotel Midi-Zuid,7.0,United Kingdom,8.0,The hotel was a short walk from the bus stop for Charleroi airport though not easy to find the route. Its also very close to Lemonnier Metro station for easy access to the centre.,['Leisure trip~Group~Standard Double Room~Stayed 1 night']
Exceptional,B&B Ter Vesten,9.0,United Kingdom,10.0,There are no comments available for this review,['Leisure trip~Couple~Double Room~Stayed 2 nights~Submitted via mobile']
Good,Lunatree,9.4,Netherlands,7.5,There are no comments available for this review,['Leisure trip~Solo traveller~Two-Bedroom Suite~Stayed 2 nights']
Superb,Hotel Astoria Gent,8.5,United Kingdom,9.0,There are no comments available for this review,['Leisure trip~Couple~Cozy Room~Stayed 3 nights~Submitted via mobile']
Good,Hotel Biskajer Adults Only,8.3,United States,7.5,There are no comments available for this review,['Leisure trip~Couple~Budget Double Room~Stayed 3 nights~Submitted via mobile']
Good,Mercure Hotel Brussels Centre Midi,7.8,Ireland,7.1,"Carpet was old and stained.,

Great breakfast choices!",['Leisure trip~Family with young children~Superior Double Room with Sofa~Stayed 2 nights~Submitted via mobile']
"Very pleasant, clean, well located",Hygge Hotel,8.6,United States,9.2,"We were on the ground floor just behind the front desk and there was a fair amount of noise from the lobby. Recommend asking for a higher floor.,

Really lovely hotel just a short walk from many of the main attractions. We didn’t eat there. The room was spotless, everything seems new. They checked us in early, which we appreciated.",['Leisure trip~Couple~Cozy Twin Room~Stayed 2 nights~Submitted via mobile']
Excellent,Hotel Gasthof 't Zweerd,7.7,United Kingdom,9.2,"Welcoming, friendly staff, ideally situated",['Leisure trip~Couple~Comfort Single Room~Stayed 1 night~Submitted via mobile']
Good,Van der Valk Hotel Dennenhof,8.3,France,7.5,There are no comments available for this review,['Business trip~Group~Comfort Double or Twin Room - Annexe~Stayed 1 night']
Exceptional,Complex Comfort,9.2,Lebanon,10.0,"Towels need to be renewed ...new sets are a must 
,

All was very clean...",['Business trip~Solo traveller~Superior One-Bedroom Apartment (1-3 Adults)~Stayed 2 nights~Submitted via mobile']
Good,Smartflats Design - Opera,7.6,Belgium,7.9,There are no comments available for this review,['Leisure trip~People with friends~Two-Bedroom Apartment with Terrace~Stayed 1 night~Submitted via mobile']
Superb,ibis De Panne,7.9,Belgium,9.0,"nice big room, breakfast was excellent more then plenty for the 2 of us  take out food was delivered at the hotel!for us with allergy glad we had a room with wooden floors!!",['With a pet~Leisure trip~Family with young children~Standard Room with One Double Bed or Two Separate Beds~Stayed 1 night']
Exceptional,Les lofts de Styliste,9.6,Romania,9.6,There are no comments available for this review,['Business trip~Solo traveller~Deluxe Studio~Stayed 3 nights']
Perfect Getaway,Martin's Relais,8.6,Ireland,9.2,loved the hotel was so quiet and classic style ,['']
Okay,Hotel Mirabeau,7.0,Montenegro,5.8,"Without heating during a day in november, a man from the reception didn't wake up us for the early morning flight, although he promised and wrote to do it.,

Good location, near metro station. Good breafast for the price, clean room.",['Business trip~Group~Double Room~Stayed 2 nights~Submitted via mobile']
Superb,Hotel Ter Elst,8.3,United Kingdom,9.2,"Nice clean big room , friendly stuff, quiet surroundings.",['Couple~Standard Double Room~Stayed 2 nights~Submitted via mobile']
Very good,Motel One Brussels,8.9,Austria,8.0,There are no comments available for this review,['Business trip~Solo traveller~Standard Double Room~Stayed 1 night']
I will prefer again this hotel.,Hotel 't Putje,8.0,Belgium,9.0,"Everything was according to my expectations,

Excellent location, friendly people, excellent value for money!",['Leisure trip~Family with young children~Economy Twin Room~Stayed 3 nights']
Everything about our stay was perfect!,B&B Den Engel,9.7,United States,10.0,"Our stay was too short,

The attention to detail and the warmth of our hosts made for a joyous stay. Telling everyone I know about Den Engle!",['Business trip~Group~Family Suite~Stayed 4 nights~Submitted via mobile']
It was a really very nice stay!,ibis Styles Liege Guillemins,8.7,Belgium,9.0,"No refrigerator in the room. ,

It was a pleasure to stay in a proper hotel! Personnel was very friendly and for the birthday of my daughter they organised extra sweets! Very good coffee 24/7! Easy parking underground. Very close to the station, lots of take-aways in the area.",['Leisure trip~Family with young children~Premium Queen Room with sofa bed~Stayed 1 night~Submitted via mobile']
Good,ibis Hotel Brussels Airport,7.1,United States,8.0,"They did not have an iron!,

6am breakfast",['Leisure trip~Solo traveller~Standard Double Room~Stayed 1 night~Submitted via mobile']
Exceptional,Baelskaai Harbor Apartment,9.3,Albania,9.6,"The spacious room was all renovated and very clean. Kitchen equipped with all almost the stuff you need (except an oven). Host was very communicative and helpful. He even assisted me showing in a map all activities I could do and also advised on some ""hidden"" information, like places for a cheap eating, historic places which are good or not to visit, etc.View from window was acceptable, looking from the side Port sea.Perfect heating system.Clean bathroom.Location was 4-5 km walk from the city or several minutes by tram.",['Leisure trip~Solo traveller~Studio Apartment~Stayed 2 nights']
Great stay for friends and families,Vakantiewoning Margaux -free parking - Sauna,9.6,Australia,9.6,"Lovely hosts and very modern, stylish and child-friendly house with many toys. Host provided us tourist and house information once booking was confirmed and also responded timely. It was a very pleasant stay.",['Leisure trip~Group~Holiday Home~Stayed 3 nights~Submitted via mobile']
Fabulous,Golden Tree Hotel,8.2,Czech Republic,8.8,There are no comments available for this review,['Leisure trip~Couple~Deluxe Double Room~Stayed 1 night~Submitted via mobile']
Good,Snuffel Hostel,8.8,Hungary,7.9,There are no comments available for this review,['Leisure trip~Solo traveller~Bed in 4 Bed Female Dorm~Stayed 1 night']
"Quite, comfortable, nice accomodation in Bruges",Hotel Monsieur Ernest,8.6,Italy,9.2,There are no comments available for this review,['Business trip~Solo traveller~Standard Double Room with Canal View~Stayed 3 nights']
Good,Motel One Brussels,8.9,Italy,7.5,"I have some problem during the check-in phase,

N/A",['Business trip~Solo traveller~Standard Double Room~Stayed 3 nights']
Very good,Hotel Dolce La Hulpe Brussels,8.4,Saudi Arabia,8.3,There are no comments available for this review,['Leisure trip~Family with young children~Deluxe Double or Twin Room~Stayed 2 nights~Submitted via mobile']
Good,Hostel Bruegel,8.4,Brazil,7.5,"Bathrooms were pretty dirty and with bad smell.
From my room we could hear everything happening on the street til night ,

The breakfast was really really really good. So many options, including gluten free things.",['Leisure trip~Solo traveller~Bed in 4-Bed Female Dormitory Room with Shower~Stayed 2 nights~Submitted via mobile']
Superb,Warwick Brussels - Grand Place,8.2,Spain,9.2,Great location,['Leisure trip~Couple~Premium Twin Room~Stayed 1 night~Submitted via mobile']
Exceptional,Hostel Bruegel,8.4,Poland,10.0,Extremely suprised by the quality / price ratio! Definitely worth staying for a low budget Brussels trip.,['Leisure trip~Group~Bunk Bed in Male Dormitory Room~Stayed 3 nights']
Very poor,Steigenberger Wiltcher's,8.7,Germany,1.0,"Everything was so bad 😔
It's not somelike in Germany and they are not ospitality",['Leisure trip~Couple~Superior Room~Stayed 1 night~Submitted via mobile']
Nice surprise,Hotel Du Congres,8.0,Poland,7.5,"Could be cleaner 
,

Nice surprise. Good location and standard for that value of money.",['Leisure trip~People with friends~Triple Room~Stayed 1 night~Submitted via mobile']
